Accession,Title,Technology,Taxonomy,Data Rows,Samples Count,Series Count,Contact,Release Date
GPL7308,"Stanhope_S. uberis_2k_design1_#4231","in situ oligonucleotide","Streptococcus uberis",1855,23,1,"Michael J Stanhope","Sep 13, 2009"
GPL7311,"Stanhope_S. uberis_2k_design2_#4887","in situ oligonucleotide","Streptococcus uberis",2039,21,1,"Michael J Stanhope","Sep 13, 2009"
GPL8461,"Eurogentec AG S. pombe Microarray Platform","spotted DNA/cDNA","Schizosaccharomyces pombe",6679,0,0,"Karl Ekwall","Sep 12, 2009"
GPL9163,"Synovial protein array 0.5K v1.0","spotted peptide or protein","Homo sapiens;Mus musculus",556,10,2,"William Robinson","Sep 12, 2009"
GPL9165,"Synovial protein array 0.5K v2.0","spotted peptide or protein","Homo sapiens;Mus musculus",545,13,3,"William Robinson","Sep 12, 2009"
GPL8778,"Nimblegen Hg18 tiling array for AIRE regulated genes","in situ oligonucleotide","Homo sapiens",386748,12,1,"Tõnis Org","Sep 11, 2009"
GPL9172,"Agilent 15K Wheat seed specific microarray","in situ oligonucleotide","Triticum aestivum",15090,8,1,"Attila Szűcs","Sep 11, 2009"
GPL9178,"454 GS 20 (Homo sapiens)","high-throughput sequencing","Homo sapiens",0,8,4,"GEO","Sep 11, 2009"
GPL9180,"Illumina Genome Analyzer (Arabidopsis lyrata)","high-throughput sequencing","Arabidopsis lyrata",0,4,3,"GEO","Sep 11, 2009"
GPL9183,"Illumina GoldenGate Methylation Cancer Panel I","oligonucleotide beads","Homo sapiens",1505,5685,36,"GEO admin","Sep 11, 2009"
GPL9185,"Illumina Genome Analyzer (Mus musculus)","high-throughput sequencing","Mus musculus",0,1952,325,"GEO","Sep 11, 2009"
GPL9186,"454 GS FLX (Homo sapiens)","high-throughput sequencing","Homo sapiens",0,119,15,"GEO","Sep 11, 2009"
GPL9155,"NimbleGen_Rhesus macaque_38K_DNA methylation array","in situ oligonucleotide","Macaca mulatta",385065,12,1,"Amos Tanay","Sep 10, 2009"
GPL7654,"Max Planck Institute, Whole Genome Array for Rhodopirellula baltica SH1T 7.4K version 1","spotted oligonucleotide","Rhodopirellula baltica SH 1",7745,72,5,"Patricia Wecker","Sep 09, 2009"
GPL8896,"Agilent-019569 ECUST Subtilis 8*15K v1.0","spotted oligonucleotide","Bacillus subtilis subsp. subtilis str. 168",15744,29,2,"Hui Yu","Sep 09, 2009"
GPL9059,"Utz Lab Whole Protein Autoantigen Array V1.0","spotted peptide or protein","Bos taurus;Escherichia coli;Gallus gallus;Homo sapiens;Mus musculus;Oryctolagus cuniculus",78,70,1,"Chih Long Liu","Sep 09, 2009"
GPL7319,"Homo sapiens 44.5K Print_1365","spotted DNA/cDNA","Homo sapiens",44544,4,2,"Jonathan Pollack","Sep 08, 2009"
GPL7321,"Homo sapiens 41.5K Print_1009","spotted DNA/cDNA","Homo sapiens",41472,43,2,"Jonathan Pollack","Sep 08, 2009"
GPL7322,"Homo sapiens 43.1K Print_849","spotted DNA/cDNA","Homo sapiens",43104,5,2,"Jonathan Pollack","Sep 08, 2009"
GPL7323,"Homo sapiens 41.7K Print_926","spotted DNA/cDNA","Homo sapiens",41664,22,2,"Jonathan Pollack","Sep 08, 2009"
GPL7324,"Homo sapiens 41.7K Print_931","spotted DNA/cDNA","Homo sapiens",41664,8,2,"Jonathan Pollack","Sep 08, 2009"
GPL7325,"Homo sapiens 41.6K Print_933","spotted DNA/cDNA","Homo sapiens",41568,37,2,"Jonathan Pollack","Sep 08, 2009"
GPL9160,"Illumina Genome Analyzer II (Macaca mulatta)","high-throughput sequencing","Macaca mulatta",0,126,15,"GEO","Sep 08, 2009"
GPL8270,"Caenorhabditis elegans small RNAs (454 GS FLX system)","other","Caenorhabditis elegans",23327,1,1,"Eugene Berezikov","Sep 07, 2009"
GPL8271,"Caenorhabditis briggsae small RNAs (454 GS FLX system)","other","Caenorhabditis briggsae",14661,1,1,"Eugene Berezikov","Sep 07, 2009"
GPL8272,"Caenorhabditis remanei small RNAs (454 GS FLX system)","other","Caenorhabditis remanei",16812,1,1,"Eugene Berezikov","Sep 07, 2009"
GPL8273,"Pristionchus pacificus small RNAs (454 GS FLX system)","other","Pristionchus pacificus",11549,1,1,"Eugene Berezikov","Sep 07, 2009"
GPL9136,"NIAS Designed Custom Agilent Bovine 11K Oligo Microarray Ver2","in situ oligonucleotide","Bos taurus",10807,9,2,"Koichi Ushizawa","Sep 06, 2009"
GPL9137,"Oryzon Human Exon SI Array","in situ oligonucleotide","Homo sapiens",220459,20,1,"David Blanco","Sep 05, 2009"
GPL9139,"Arabidopsis Tiling 1.0R [TAIR7-based custom CDF, ORF version]","in situ oligonucleotide","Arabidopsis thaliana",29670,57,7,"Etienne Bucher","Sep 04, 2009"
GPL9151,"Illumina Genome Analyzer II (Bombyx mori)","high-throughput sequencing","Bombyx mori",0,7,3,"GEO","Sep 04, 2009"
GPL9152,"Illumina Genome Analyzer (Chlamydomonas reinhardtii)","high-throughput sequencing","Chlamydomonas reinhardtii",0,34,6,"GEO","Sep 04, 2009"
GPL9157,"454 GS (Schizosaccharomyces pombe)","high-throughput sequencing","Schizosaccharomyces pombe",0,2,1,"GEO","Sep 04, 2009"
GPL7220,"Hitachi human oligo chip - drug responsive genes","spotted oligonucleotide","Homo sapiens",24,72,1,"TERAO KIMIO","Sep 03, 2009"
GPL8858,"Affymetrix S. cerevisiae TAG4 101K array [condensed version]","in situ oligonucleotide","Saccharomyces cerevisiae",12308,276,3,"William Jo","Sep 03, 2009"
GPL9147,"Illumina Genome Analyzer (Oryza sativa)","high-throughput sequencing","Oryza sativa",0,165,28,"GEO","Sep 03, 2009"
GPL6555,"Kyoto University Custom Agilent Ciona intestinails 242K Tiling Array No.1 (of 2)","in situ oligonucleotide","Ciona intestinalis",241700,17,13,"Atsushi Kubo","Sep 02, 2009"
GPL6556,"Kyoto University Custom Agilent Ciona intestinails 242K Tiling Array No.2 (of 2)","in situ oligonucleotide","Ciona intestinalis",241700,17,13,"Atsushi Kubo","Sep 02, 2009"
GPL7298,"UCSF Homo sapiens CGH 8p11q","spotted DNA/cDNA","Homo sapiens",378,42,1,"Serena S kwek","Sep 02, 2009"
GPL8808,"Plasmodium falciparum 385K tiling array","in situ oligonucleotide","Plasmodium falciparum",385585,1,1,"Richard Bartfai","Sep 02, 2009"
GPL9125,"Arabidopsis thaliana 34K NARC serie 1","spotted oligonucleotide","Arabidopsis thaliana",34992,11,2,"Per Winge","Sep 02, 2009"
GPL9131,"Illumina Genome Analyzer (Naumovia castellii)","high-throughput sequencing","Naumovozyma castellii",0,1,2,"GEO","Sep 02, 2009"
GPL9132,"Illumina Genome Analyzer (Vanderwaltozyma polyspora)","high-throughput sequencing","Vanderwaltozyma polyspora",0,5,5,"GEO","Sep 02, 2009"
GPL9133,"Illumina Genome Analyzer (Candida albicans)","high-throughput sequencing","Candida albicans",0,3,5,"GEO","Sep 02, 2009"
GPL9134,"Illumina Genome Analyzer (Saccharomyces cerevisiae)","high-throughput sequencing","Saccharomyces cerevisiae",0,470,40,"GEO","Sep 02, 2009"
GPL9135,"Illumina Genome Analyzer (Saccharomyces bayanus)","high-throughput sequencing","Saccharomyces bayanus",0,2,4,"GEO","Sep 02, 2009"
GPL9138,"AB SOLiD System 2.0 (Homo sapiens)","high-throughput sequencing","Homo sapiens",0,141,20,"GEO","Sep 02, 2009"
GPL9141,"Illumina Genome Analyzer (Zea mays)","high-throughput sequencing","Zea mays",0,175,18,"GEO","Sep 02, 2009"
GPL7033,"Proteins from vacuoles of Cyanidioschyzon merolae strain 10D","MS","Cyanidioschyzon merolae strain 10D",46,1,1,"Fumi Yagisawa","Sep 01, 2009"
GPL7172,"Experimental Therapeutics Centre Human Ref-8 version 2","oligonucleotide beads","Homo sapiens",22177,56,2,"Meng Ling Choong","Sep 01, 2009"
GPL7252,"Custom GER rice oligoarray","in situ oligonucleotide","Oryza sativa",44911,222,21,"Kouji Satoh","Sep 01, 2009"
GPL7307,"Nimblegen Pasteurella multocida 2.015 K oligo array","spotted oligonucleotide","Pasteurella multocida subsp. multocida str. Pm70",2015,12,1,"Bindu Nanduri","Sep 01, 2009"
GPL7315,"GenoToul/Biopuces operon_yeast22x22 (2003)","spotted oligonucleotide","Saccharomyces cerevisiae",6401,6,1,"Serguei Sokol","Sep 01, 2009"
GPL7330,"Candidatus Pelagibacter ubique OSU_SAR11_affychip","in situ oligonucleotide","Candidatus Pelagibacter sp. HTCC7211;Candidatus Pelagibacter ubique HTCC1002;Candidatus Pelagibacter ubique HTCC1062",3144,135,7,"Michael S Schwalbach","Sep 01, 2009"
GPL7338,"CCHMC_Nimblegen_zebrafish_32K_Zv6","in situ oligonucleotide","Danio rerio",32291,6,1,"Saulius Sumanas","Sep 01, 2009"
GPL7620,"JCVI Pseudomonas fluorescens Pf-5 23k v1.0","mixed spotted oligonucleotide/cDNA","Pseudomonas protegens Pf-5",23232,18,3,"Ian Paulsen","Sep 01, 2009"
GPL7621,"JCVI Pseudomonas fluorescens Pf-5 28k v2.0","mixed spotted oligonucleotide/cDNA","Pseudomonas protegens Pf-5",27648,48,11,"Ian Paulsen","Sep 01, 2009"
GPL8327,"GenoToul/Biopuces operon Yeast 15K 22x22","spotted oligonucleotide","Saccharomyces cerevisiae",6354,4,1,"Laurent Benbadis","Sep 01, 2009"
GPL8372,"Genotoul/Biopuces Eurogentec Yeast 6K 20x21","spotted DNA/cDNA","Saccharomyces cerevisiae",5884,15,1,"Laurent Benbadis","Sep 01, 2009"
GPL8475,"Agilent Burkholderia cenocepacia 017397 microarray","spotted oligonucleotide","Burkholderia cenocepacia",41469,8,1,"Deborah R. Yoder-Himes","Sep 01, 2009"
GPL8585,"Tavazoie Vora Escherichia coli Affy tiling 2009","in situ oligonucleotide","Escherichia coli",0,13,1,"yirchung Liu","Sep 01, 2009"
GPL8590,"Invitrogen ProtoArray v4 human protein microarray lot HA20085","spotted peptide or protein","Homo sapiens",19200,12,2,"Guido Jenster","Sep 01, 2009"
GPL8597,"Affymetrix GeneChip Rat Genome 230 2.0 Array [CDF: Brainarray Version 11, Rn230_Rn_ENTREZG]","in situ oligonucleotide","Rattus norvegicus",11484,29,2,"Benito Yard","Sep 01, 2009"
GPL8782,"FHCRC Yeast ORF 6K Array","spotted DNA/cDNA","Saccharomyces cerevisiae",6306,13,1,"lihong li","Sep 01, 2009"
GPL8906,"Homo_sapiens_array_hg18_NimbleGen","in situ oligonucleotide","Homo sapiens",388502,6,1,"Christian Metallo","Sep 01, 2009"
GPL9022,"UON_Campylobacter oligo array v1","spotted oligonucleotide","Campylobacter coli RM2228;Campylobacter jejuni RM1221;Campylobacter jejuni subsp. jejuni NCTC 11168 = ATCC 700819",5190,6,1,"Amy John","Sep 01, 2009"
GPL9039,"Agilent-014947 microRNA array (early access version)","spotted oligonucleotide","Homo sapiens",13737,8,1,"Takehiko Yokobori","Sep 01, 2009"
GPL9128,"Agilent-014693 Human Genome CGH Microarray 244A (Probe name version)","in situ oligonucleotide","Homo sapiens",236385,1958,54,"Agilent Technologies","Sep 01, 2009"
GPL9129,"UNM Biomphalaria glabrata 70-mer oligo array version 1","spotted oligonucleotide","Biomphalaria glabrata",1152,21,1,"Coen M Adema","Sep 01, 2009"
GPL6461,"2D-LC MS/MS Analyses of HLA Class I Peptides Isolated from B-cells Infected with Vaccinia Virus","MS","Bos taurus;Homo sapiens;Vaccinia virus",23797,3,1,"Kenneth L. Johnson","Aug 31, 2009"
GPL6880,"MouseWG-6 V2","oligonucleotide beads","Mus musculus",46628,36,1,"YoungJi Na","Aug 31, 2009"
GPL8303,"C. briggsae 42K expression microarray","in situ oligonucleotide","Caenorhabditis briggsae",42034,13,2,"Itai Yanai","Aug 31, 2009"
GPL8304,"C. elegans 33.8K expression microarray","in situ oligonucleotide","Caenorhabditis elegans",33814,16,2,"Itai Yanai","Aug 31, 2009"
GPL8450,"Operon Homo sapiens 25.4k v2","spotted oligonucleotide","Homo sapiens",25392,40,1,"Florence van Tienen","Aug 31, 2009"
GPL8767,"Custom NimbleGen Xenopus tropicalis Oligo Expression Array","in situ oligonucleotide","Xenopus (Silurana) tropicalis",114918,26,1,"Matt L Settles","Aug 31, 2009"
GPL8891,"Prove-it Bacteria v 0.1","spotted oligonucleotide","Acinetobacter baumannii;Enterococcus faecalis;Enterococcus faecium;Haemophilus influenzae;Klebsiella pneumoniae;Listeria monocytogenes;Neisseria meningitidis;Staphylococcus aureus;Staphylococcus epidermidis;Streptococcus agalactiae;Streptococcus pneumoniae;Streptococcus pyogenes",28,195,1,"Anna-Kaarina Jarvinen","Aug 31, 2009"
GPL9126,"Illumina Genome Analyzer (Sus scrofa)","high-throughput sequencing","Sus scrofa",0,55,9,"GEO","Aug 31, 2009"
GPL8766,"SMD Print_1319 Mus musculus","spotted DNA/cDNA","Mus musculus",38784,28,1,"Elizabeth Ann Joyce","Aug 30, 2009"
GPL8248,"Montastraea faveolata 1.3 K","spotted DNA/cDNA","Montastraea faveolata",1218,18,1,"Christian Robert Voolstra","Aug 30, 2009"
GPL9091,"IFR_Salmonella_5.3k_v1.1","spotted DNA/cDNA","Salmonella enterica",5376,65,4,"Sacha Lucchini","Aug 29, 2009"
GPL9093,"JCVI PFGRC Bacillus anthracis 23K vt3a array designed primarily based on strain A2012","spotted oligonucleotide","Bacillus anthracis",22825,0,0,"PFGRC JCVI","Aug 29, 2009"
GPL9094,"JCVI PFGRC Bacillus anthracis 23K vt3a array designed primarily based on strain Ames","spotted oligonucleotide","Bacillus anthracis",22825,0,0,"PFGRC JCVI","Aug 29, 2009"
GPL9095,"JCVI PFGRC Bacillus anthracis 23K vt3a array designed primarily based on strain Sterne","spotted oligonucleotide","Bacillus anthracis",22825,253,2,"PFGRC JCVI","Aug 29, 2009"
GPL9096,"JCVI PFGRC Bacillus anthracis 25K vt3b array designed primarily based on strain A2012","spotted oligonucleotide","Bacillus anthracis",24496,0,0,"PFGRC JCVI","Aug 29, 2009"
GPL9097,"JCVI PFGRC Bacillus anthracis 25K vt3b array designed primarily based on strain Ames","spotted oligonucleotide","Bacillus anthracis",24496,0,0,"PFGRC JCVI","Aug 29, 2009"
GPL9098,"JCVI PFGRC Bacillus anthracis 25K vt3b array designed primarily based on strain Sterne","spotted oligonucleotide","Bacillus anthracis",24496,264,2,"PFGRC JCVI","Aug 29, 2009"
GPL9104,"Agilent-022589 Clostridium_botulinum_species_cgh_array 022588","in situ oligonucleotide","Clostridium botulinum",45220,156,1,"PFGRC JCVI","Aug 29, 2009"
GPL9105,"Agilent-022729 Vibrio_species_20090128","in situ oligonucleotide","Vibrio cholerae",45220,116,1,"PFGRC JCVI","Aug 29, 2009"
GPL9118,"Dendroctonus ponderosae midgut array","in situ oligonucleotide","Dendroctonus ponderosae",11214,44,1,"Claus Tittiger","Aug 29, 2009"
GPL9120,"IMCAS Streptococcus suis 385K array (MAP01)","in situ oligonucleotide","Streptococcus suis",149735,18,1,"Zuo-Wei Wu","Aug 29, 2009"
GPL9121,"IMCAS Streptococcus suis 385K array (MAP02)","in situ oligonucleotide","Streptococcus suis",149734,18,1,"Zuo-Wei Wu","Aug 29, 2009"
GPL8956,"Stowers Institute Uber Array Whole Yeast genome PCR Product version 1","spotted DNA/cDNA","Saccharomyces cerevisiae",13966,6,1,"Raymond Camahort","Aug 28, 2009"
GPL8995,"Silkworm Microarray 22k v1","spotted oligonucleotide","Bombyx mori",22987,60,1,"Qingyou Xia","Aug 28, 2009"
GPL9103,"UniHH/Scholten_zea mays_heterosis 3k-array","spotted DNA/cDNA","Zea mays",3593,48,1,"Stefan Scholten","Aug 28, 2009"
GPL8986,"SRI Human 27K version 2 slide 1","spotted oligonucleotide","Homo sapiens",21343,8,1,"Azza Al-Mahrouki","Aug 27, 2009"
GPL8987,"SRI Human 27K version 2 slide 2","spotted oligonucleotide","Homo sapiens",5463,8,1,"Azza Al-Mahrouki","Aug 27, 2009"
GPL9077,"SWEGENE_BAC_38K","spotted DNA/cDNA","Homo sapiens",41760,145,4,"Johan Staaf","Aug 27, 2009"
GPL9092,"University of Goettingen, Custom Agilent Rat Immuno Microarray 8x15K G2509F (Feature Number Version)","in situ oligonucleotide","Rattus norvegicus",15744,24,1,"Gabriela Salinas-Riester","Aug 27, 2009"
GPL9115,"Illumina Genome Analyzer II (Homo sapiens)","high-throughput sequencing","Homo sapiens",0,4970,547,"GEO","Aug 27, 2009"
GPL7215,"Illumina Sentrix 6 Mouse V1.1 BeadChip","oligonucleotide beads","Mus musculus",46774,18,1,"Catherine Rush","Aug 26, 2009"
GPL8535,"TIGR Myxococcus xanthus oligo array 7.2K","spotted oligonucleotide","Myxococcus xanthus",7200,24,3,"Penelope Higgs","Aug 26, 2009"
GPL9100,"Illumina Genome Analyzer II (Chlamydomonas reinhardtii)","high-throughput sequencing","Chlamydomonas reinhardtii",0,85,12,"GEO","Aug 26, 2009"
GPL9079,"GE Healthcare/Amersham Biosciences CodeLink™ Mouse Whole Genome Bioarray (EMBL180809)","spotted oligonucleotide","Mus musculus",35587,29,1,"Eik Hoffmann","Aug 25, 2009"
GPL9080,"TMHRI/Affy Streptococcus pyogenes array","in situ oligonucleotide","Streptococcus pyogenes",2198,78,7,"Paul Sumby","Aug 25, 2009"
GPL9082,"LC_Sanger miRBase 9.0 oligo array_miRNA ID version","in situ oligonucleotide","Rattus norvegicus;synthetic construct",162,9,1,"Esther E. Dupont-Versteegden","Aug 25, 2009"
GPL8908,"NCI S. pombe 44K C50","in situ oligonucleotide","Schizosaccharomyces pombe",45220,43,9,"Shiv Grewal","Aug 24, 2009"
GPL9081,"Agilent-016436 Human miRNA Microarray 1.0 G4472A (miRNA ID version)","in situ oligonucleotide","Homo sapiens",556,981,42,"Agilent Technologies","Aug 24, 2009"
GPL9085,"454 GS FLX (Caenorhabditis elegans)","high-throughput sequencing","Caenorhabditis elegans",0,35,4,"GEO","Aug 24, 2009"
GPL9088,"NimbleGen Escherichia coli K12 TI83333 (385K)","in situ oligonucleotide","Escherichia coli str. K-12 substr. MG1655",4237,16,4,"NimbleGen Systems, Inc.","Aug 24, 2009"
GPL8568,"Valencia yeast v8","spotted DNA/cDNA","Saccharomyces cerevisiae",6144,8,3,"Jose E. Perez-Ortin","Aug 23, 2009"
GPL9041,"NimbleGen_HG18_WG_385k_v2","in situ oligonucleotide","Homo sapiens",385815,17,2,"Michael J Kelley","Aug 23, 2009"
GPL7199,"MHP Human 1Mb CGH array","spotted DNA/cDNA","Homo sapiens",3040,109,1,"George Poulogiannis","Aug 21, 2009"
GPL7765,"Aviva Systems Biology Human H20K ChIP-DSL","spotted oligonucleotide","Homo sapiens",21120,9,3,"Yongfeng Shang","Aug 21, 2009"
GPL8358,"Tdalmanni Agilent 44K Oligoarray Slide1","in situ oligonucleotide","Teleopsis dalmanni",45220,8,1,"Gerald S Wilkinson","Aug 21, 2009"
GPL8952,"miRNA profile from LPS-treated Akt1-/- macrophages","RT-PCR","Homo sapiens;Mus musculus;Rattus norvegicus",364,4,1,"Christos Tsatsanis","Aug 21, 2009"
GPL9021,"Affymetrix Human Genome U133A Array [CDF: XLab gahgu133a_2.0.1]","in situ oligonucleotide","Homo sapiens",12279,40,1,"Luca Agnelli","Aug 21, 2009"
GPL9063,"Custom Agilent Pseudomonas aeruginosa PAO1 Microarray","spotted oligonucleotide","Pseudomonas aeruginosa PAO1",11120,0,0,"Scot Dowd","Aug 21, 2009"
GPL9075,"Agilent-014698 Human Genome CGH Microarray 105A (G4412A) [Probe Name version]","in situ oligonucleotide","Homo sapiens",99026,271,8,"Agilent Technologies","Aug 21, 2009"
GPL9051,"Rubin M. tuberculosis 2.3K PCR-based genomic array v1.0","spotted DNA/cDNA","Mycobacterium tuberculosis",2264,26,1,"Jeffrey P. Murry","Aug 20, 2009"
GPL9061,"Illumina Genome Analyzer II (Drosophila melanogaster)","high-throughput sequencing","Drosophila melanogaster",0,848,119,"GEO","Aug 20, 2009"
GPL9062,"Illumina Genome Analyzer (Arabidopsis thaliana)","high-throughput sequencing","Arabidopsis thaliana",0,299,74,"GEO","Aug 20, 2009"
GPL9043,"JCVI PFGRC Salmonella typhimurium 31K v4 [full array layout]","spotted oligonucleotide","Salmonella enterica subsp. enterica serovar Typhi str. CT18;Salmonella enterica subsp. enterica serovar Typhi str. Ty2;Salmonella enterica subsp. enterica serovar Typhimurium str. LT2",31200,12,1,"Richelle C. Charles","Aug 19, 2009"
GPL9048,"SuperArray Mouse Dendritic and Antigen Presenting Cell","spotted oligonucleotide","Mus musculus",288,2,1,"Kiyoshi Ariizumi","Aug 19, 2009"
GPL9049,"SuperArray Mouse Autoimmune and Inflammatory response","spotted oligonucleotide","Mus musculus",480,2,1,"Kiyoshi Ariizumi","Aug 19, 2009"
GPL9058,"Illumina Genome Analyzer (Drosophila melanogaster)","other","Drosophila melanogaster",0,1642,448,"GEO","Aug 19, 2009"
GPL8900,"Dstl Mouse 1.5K SA52","spotted oligonucleotide","Mus musculus",1509,106,3,"Jonathan David","Aug 18, 2009"
GPL7714,"Custom made Escherichia coli K12 MG1655 tiling array","in situ oligonucleotide","Escherichia coli str. K-12 substr. MG1655",276563,20,2,"Gard Thomassen","Aug 18, 2009"
GPL9047,"Duke-GE/Amersham CodeLink UniSet Mouse 20K I","spotted oligonucleotide","Mus musculus",18675,32,1,"Barry R Stripp","Aug 18, 2009"
GPL9052,"Illumina Genome Analyzer (Homo sapiens)","other","Homo sapiens",0,4532,394,"GEO","Aug 18, 2009"
GPL9054,"Illumina Genome Analyzer (Bacteroides thetaiotaomicron)","other","Bacteroides thetaiotaomicron",0,23,1,"GEO","Aug 18, 2009"
GPL9055,"Illumina Genome Analyzer II (Bacteroides thetaiotaomicron)","other","Bacteroides thetaiotaomicron",0,36,1,"GEO","Aug 18, 2009"
GPL8583,"Agendia_DiscoverPrint_v2","in situ oligonucleotide","Homo sapiens",40086,403,1,"Paul Roepman","Aug 17, 2009"
GPL8639,"MPI oyster gigas 9K v1.0","spotted DNA/cDNA","Crassostrea gigas",9058,81,3,"Arnaud Huvet","Aug 15, 2009"
GPL8655,"Arabidopsis thaliana SNP-tiling array AtSNPtile ver. 1","in situ oligonucleotide","Arabidopsis thaliana",2434281,43,5,"Justin Borevitz","Aug 15, 2009"
GPL8804,"Centre de Recherche en Infectiologie du CHUL_Leishmania 9K array v1.0","spotted oligonucleotide","Leishmania infantum",8273,5,1,"Philippe Leprohon","Aug 15, 2009"
GPL9035,"VMSR Compugen Human Oligo by OligoID_29k array","spotted oligonucleotide","Homo sapiens",28830,58,1,"Braden Boone","Aug 15, 2009"
GPL9036,"SMD Print_1651 Mycobacterium tuberculosis","spotted DNA/cDNA","Mycobacterium tuberculosis",4992,4,1,"Helena I Boshoff","Aug 15, 2009"
GPL9040,"febit Homo Sapiens miRBase 13.0","in situ oligonucleotide","Homo sapiens",866,1920,9,"Andreas Keller","Aug 15, 2009"
GPL8754,"chromosome 9 INK locus tiling array","in situ oligonucleotide","Homo sapiens",43436,40,1,"Thomas A Paul","Aug 14, 2009"
GPL7011,"UCSB/Hofmann_Spurp_44K_v1.0","in situ oligonucleotide","Strongylocentrotus purpuratus",2986,18,2,"Anne Todgham","Aug 14, 2009"
GPL8250,"University of Southern California/Agilent Mouse Genome CGH Microarray 244A","in situ oligonucleotide","Mus musculus",24427,3,1,"Markus Müschen","Aug 14, 2009"
GPL9003,"Whitefly (Bemisia tabaci) unique EST array Bemisia tabaci (Gennadius)","spotted DNA/cDNA","Bemisia tabaci",5772,15,2,"Murad Ghanim","Aug 13, 2009"
GPL9007,"JCVI PFGRC Yersinia pestis 18K v5 array designed primarily based on strain 91001","spotted oligonucleotide","Yersinia pestis biovar Microtus str. 91001",8141,0,0,"PFGRC JCVI","Aug 13, 2009"
GPL9008,"JCVI PFGRC Yersinia pestis 18K v5 array designed primarily based on strain Antiqua","spotted oligonucleotide","Yersinia pestis Antiqua",8141,0,0,"PFGRC JCVI","Aug 13, 2009"
GPL9009,"JCVI PFGRC Yersinia pestis 18K v5 array designed primarily based on strain CO92","spotted oligonucleotide","Yersinia pestis CO92",8141,24,1,"PFGRC JCVI","Aug 13, 2009"
GPL9010,"JCVI PFGRC Yersinia pestis 18K v5 array designed primarily based on strain KIM","spotted oligonucleotide","Yersinia pestis KIM10+",8141,0,0,"PFGRC JCVI","Aug 13, 2009"
GPL9011,"JCVI PFGRC Yersinia pestis 18K v5 array designed primarily based on strain Nepal516","spotted oligonucleotide","Yersinia pestis Nepal516",8141,0,0,"PFGRC JCVI","Aug 13, 2009"
GPL9012,"JCVI PFGRC Yersinia pseudotuberculosis 18K v5 array designed primarily based on strain PB1/+","spotted oligonucleotide","Yersinia pseudotuberculosis PB1/+",8141,0,0,"PFGRC JCVI","Aug 13, 2009"
GPL9013,"JCVI PFGRC Yersinia pestis 18K v5 array designed primarily based on strain Pestoides_F","spotted oligonucleotide","Yersinia pestis Pestoides F",8141,0,0,"PFGRC JCVI","Aug 13, 2009"
GPL9014,"JCVI PFGRC Salmonella typhimurium 13K v7 array designed primarily based on strain 14028","spotted oligonucleotide","Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S",6477,0,0,"PFGRC JCVI","Aug 13, 2009"
GPL9015,"JCVI PFGRC Salmonella typhimurium 13K v7 array designed primarily based on strain CT18","spotted oligonucleotide","Salmonella enterica subsp. enterica serovar Typhi str. CT18",6477,0,0,"PFGRC JCVI","Aug 13, 2009"
GPL9016,"JCVI PFGRC Salmonella typhimurium 13K v7 array designed primarily based on strain LT2(SGSC1412)","spotted oligonucleotide","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2",6477,0,0,"PFGRC JCVI","Aug 13, 2009"
GPL9017,"JCVI PFGRC Salmonella typhimurium 13K v7 array designed primarily based on strain Ty2","spotted oligonucleotide","Salmonella enterica subsp. enterica serovar Typhi str. Ty2",6477,0,0,"PFGRC JCVI","Aug 13, 2009"
GPL9020,"Agilent-021169 Arabidopsis 4 Oligo Microarray (V4) (Feature Number version)","in situ oligonucleotide","Arabidopsis thaliana",45220,598,46,"Agilent Technologies","Aug 13, 2009"
GPL8328,"SMD Print_853","spotted DNA/cDNA","Homo sapiens",37632,41,1,"Stephen Popper","Aug 12, 2009"
GPL8928,"Duke Mouse 36K oligonucleotide array Operon V4.0","spotted oligonucleotide","Mus musculus",37632,52,3,"Dumitru Andrei Iacobas","Aug 12, 2009"
GPL8613,"Acropora millepora_18KcDNA_v1.0","spotted DNA/cDNA","Acropora millepora",17366,18,1,"Mauricio Rodriguez-Lanetty","Aug 11, 2009"
GPL8878,"Bifidobacterium breve UCC2003 Agilent 2x11K format","in situ oligonucleotide","Bifidobacterium breve UCC2003",10807,69,14,"Aldert Zomer","Aug 11, 2009"
GPL8085,"Murine custom chip-on-chip 244k oligo array (AMADID: 018915)","in situ oligonucleotide","Mus musculus",240662,4,1,"Elmar Schilling","Aug 10, 2009"
GPL7245,"Ajou University Mus musculus Array 24K","oligonucleotide beads","Mus musculus",24620,4,1,"Sangdun Choi","Aug 09, 2009"
GPL8938,"Duke Mouse 30k Oligonucleotide Array Operon V3.0.1","spotted oligonucleotide","Mus musculus",33696,20,3,"Dumitru Andrei Iacobas","Aug 07, 2009"
GPL8989,"Agilent whole-genome Cryptococcus gattii tiling array","in situ oligonucleotide","Cryptococcus gattii",243486,23,1,"Robin May","Aug 07, 2009"
GPL8953,"NRC-BRI_16S rRNA PsychroChip_528","spotted oligonucleotide","Archaea;Bacteria",160,115,5,"Etienne Yergeau","Aug 06, 2009"
GPL8960,"NRC-BRI_Hydrocarbon degrading genes v6.1_141","spotted DNA/cDNA","Archaea;Bacteria",141,38,2,"Etienne Yergeau","Aug 06, 2009"
